,Molecule ChEMBL ID,Molecule Max Phase,Smiles,pChEMBL Value,Potential Duplicate,Assay Description,Target Type,Standard Relation,Standard Value,Standard Units,Value
8590,CHEMBL429553,0,CC(=O)C1=NN2c3cc(Cl)ccc3OC[C@H]2[C@@]1(CCCN(C)C)c1ccccc1,5.7,0.0,Inhibition of hERG expressed in HEK cells,SINGLE PROTEIN,'=',2000.0,nM,2000.0
8591,CHEMBL440033,0,Cn1cc(C(=O)NCc2ccc(Cl)cc2)c(=O)c2cc(CN3CCOCC3)sc21,5.03,0.0,Inhibition of hERG expressed in CHO cells by automated patch clamp method,SINGLE PROTEIN,'=',9400.0,nM,9.4
8592,CHEMBL494275,0,CCN(CC)C(=O)c1ccc(C2=CC3(CCN(C)CC3)Oc3ccccc32)cc1,6.12,0.0,Inhibition of human ERG channel in HEK293 cells by voltage-clamp method,SINGLE PROTEIN,'=',766.0,nM,766.0
8593,CHEMBL494266,0,O=C(O)c1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1,,0.0,Inhibition of human ERG channel in HEK293 cells by voltage-clamp method,SINGLE PROTEIN,'>',100000.0,nM,100000.0
8594,CHEMBL492448,0,Cc1ccc(C2=CC3(CCNCC3)Oc3ccccc32)cc1,6.33,0.0,Inhibition of human ERG channel in HEK293 cells by voltage-clamp method,SINGLE PROTEIN,'=',462.0,nM,462.0
8595,CHEMBL4084182,0,N=C(NCCCOc1ccc(F)cc1)Nc1ccc(Cl)cc1,6.67,0.0,Inhibition of human ERG,SINGLE PROTEIN,'=',216.0,nM,216.0
8596,CHEMBL4092687,0,COc1ccc(NC(=N)NCCCOc2ccc(F)cc2)cc1,6.38,0.0,Inhibition of human ERG,SINGLE PROTEIN,'=',416.8,nM,416.8
8597,CHEMBL85,4,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,6.82,0.0,Inhibition of human Potassium channel HERG expressed in mammalian cells,SINGLE PROTEIN,'=',151.36,nM,6.82
8598,CHEMBL517305,0,N#Cc1c[nH]c2ccc(C3(Cc4ccccc4)CCNC3)cc12,,0.0,Inhibition of human ERG expressed in CHO cells,SINGLE PROTEIN,,,,
8599,CHEMBL512551,0,CCOC(=O)c1cc2cc(C3(Cc4ccccc4)CCNC3)ccc2[nH]1,,0.0,Inhibition of human ERG expressed in CHO cells,SINGLE PROTEIN,,,,
8600,CHEMBL1835062,0,Cc1cccc(Nc2nc(NC[C@H]3CCCN3)ncc2C(N)=O)c1,5.6,0.0,Inhibition of human ERG expressed in CHO-K1 cells after 2 hrs by Cy3b-Dofetilide-based fluorescence polarisation assay,SINGLE PROTEIN,'=',2511.89,nM,5.6
8601,CHEMBL1235110,0,Cc1cccc(Nc2nc(N[C@@H]3CCCC[C@@H]3N)ncc2C(N)=O)c1,5.5,0.0,Inhibition of human ERG expressed in CHO-K1 cells after 2 hrs by Cy3b-Dofetilide-based fluorescence polarisation assay,SINGLE PROTEIN,'=',3162.28,nM,5.5
8602,CHEMBL1835070,0,Cc1ccc(Nc2nc(N[C@@H]3CCCC[C@@H]3N)ncc2C(N)=O)cc1,4.6,0.0,Inhibition of human ERG expressed in CHO-K1 cells after 2 hrs by Cy3b-Dofetilide-based fluorescence polarisation assay,SINGLE PROTEIN,'=',25118.86,nM,4.6
8603,CHEMBL245118,0,Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4ccc(F)c(F)c4)n2C)CC3)n(C)n1,6.6,0.0,Displacement of [3H]dofetilide from hERG expressed in CHO cells,SINGLE PROTEIN,'=',251.19,nM,6.6
8604,CHEMBL243899,0,Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(C)n2C)CC3)no1,6.1,0.0,Displacement of [3H]dofetilide from hERG expressed in CHO cells,SINGLE PROTEIN,'=',794.33,nM,6.1
8605,CHEMBL395743,0,Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4cccn4C)n2C)CC3)no1,6.6,0.0,Displacement of [3H]dofetilide from hERG expressed in CHO cells,SINGLE PROTEIN,'=',251.19,nM,6.6
8606,CHEMBL244276,0,Cc1cnc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4ccc5[nH]ccc5c4)n2C)CC3)o1,7.4,0.0,Displacement of [3H]dofetilide from hERG expressed in CHO cells,SINGLE PROTEIN,'=',39.81,nM,7.4
8607,CHEMBL375442,0,CS(=O)(=O)c1ccc(-c2noc([C@@H](CC3CC3)[C@H](N)C(=O)N3CC[C@H](F)C3)n2)cc1.O=C(O)C(F)(F)F,,0.0,Inhibition of hERG potassium channel,SINGLE PROTEIN,'>',100000.0,nM,100.0
8608,CHEMBL5274784,0,Cc1ncn(CC(=O)N2CCN(c3sc(C(F)(F)F)nc3-c3cnc(C(F)(F)F)nc3)C[C@H]2C)n1,7.77,0.0,Inhibition of human ERG stably expressed in CHO cells at -80 mV holding voltage by automated QPatch electrophysiological assay,SINGLE PROTEIN,'=',17.0,nM,17.0
8609,CHEMBL5268766,0,CCc1ncnn1CC(=O)N1CCN(c2sc(C(F)(F)F)nc2-c2cnc(C(F)(F)F)nc2)C[C@H]1C,7.89,0.0,Inhibition of human ERG stably expressed in CHO cells at -80 mV holding voltage by automated QPatch electrophysiological assay,SINGLE PROTEIN,'=',13.0,nM,13.0
8610,CHEMBL5270581,0,O=C(Nc1cnccc1-c1ccccc1)c1ccnc(NC(=O)C2CC2)c1,,0.0,Inhibition of human ERG by flux assay,SINGLE PROTEIN,'>',80000.0,nM,80.0
8611,CHEMBL1645164,0,COC(=O)c1coc(CN2CCN(C(=O)CC(c3ccc(F)cc3)c3ccc(Br)cc3)CC2)n1,5.65,0.0,Inhibition of human hERG,SINGLE PROTEIN,'=',2230.0,nM,2.23
8612,CHEMBL3219107,0,C[C@@H](CO)Oc1cc(Oc2ccc(C(=O)N3CCC3)cc2)cc(C(=O)Nc2cc[nH]n2)c1,,0.0,Inhibition of human ERG,SINGLE PROTEIN,'>',100000.0,nM,100.0
8613,CHEMBL3219121,0,COC[C@H](C)Oc1cc(Oc2ccc(C(=O)N3CCC3)nc2)cc(C(=O)Nc2cnc(C)cn2)c1,4.4,0.0,Inhibition of human ERG,SINGLE PROTEIN,'=',40000.0,nM,40.0
8614,CHEMBL3220881,0,O=C(/C=C/[C@@H]1CCCN1)N1CCN(c2cnc3cc(C(F)(F)F)cc(NCc4cccc([N+](=O)[O-])c4)c3c2)CC1,4.06,0.0,Displacement of [3H]dofetilide from human ERG expressed in CHO cells after 30 mins by FluxOR thallium assay,SINGLE PROTEIN,'=',86200.0,nM,86.2
8615,CHEMBL514304,0,Nc1ccc(-c2ccsc2)cc1NC(=O)c1ccc(CN2CCC3(CCCN3)CC2)cc1,5.83,0.0,Inhibition of human ERG,SINGLE PROTEIN,'=',1492.0,nM,1492.0
8616,CHEMBL428777,0,C[C@@H](Oc1cccc2ncnc(Nc3ccc(OCc4ccccn4)c(Cl)c3)c12)C(=O)N(C)C,4.85,0.0,Inhibition of human ERG,SINGLE PROTEIN,'=',14000.0,nM,14.0
8617,CHEMBL2092889,0,CN1Cc2ccccc2[C@H](c2ccccc2)N=C1OCc1ccc(NS(C)(=O)=O)cc1.O=C(O)/C=C/C(=O)O,4.54,0.0,Blockade of the delayed rectifier K+ current (IKr) of guinea pig myocytes,SINGLE PROTEIN,'=',29000.0,nM,29.0
8618,CHEMBL246464,0,O=C(CCN1CCCCC1)Nc1ccc(CN2CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC2)cc1F,5.04,0.0,Displacement of [3H]dofetilide from hERG expressed in HEK293 cell membrane,SINGLE PROTEIN,'=',9180.0,nM,9.18
8619,CHEMBL246258,0,O=C(NCCN1CCCC1)c1ccc(CN2CCC(NC(=O)c3cc(=O)c4ccc(F)cc4o3)CC2)c(Cl)c1,4.96,0.0,Displacement of [3H]dofetilide from hERG expressed in HEK293 cell membrane,SINGLE PROTEIN,'=',11000.0,nM,11.0
8620,CHEMBL1651717,0,O=C(O)C1CN(Cc2ccc(-c3cc4cc(Cc5ccccc5)ccc4o3)c(F)c2)C1,4.77,0.0,Inhibition of human ERG by patch-clamp method,SINGLE PROTEIN,'=',17000.0,nM,17.0
8621,CHEMBL3628223,0,CS(=O)(=O)c1ccc(-c2cnn3ccc(-c4cccc(S(=O)(=O)C5CC5)c4)nc23)cc1,6.3,0.0,Inhibition of human ERG potassium channel by ionworks patch-clamp electrophysiology assay,SINGLE PROTEIN,'=',500.0,nM,0.5
8622,CHEMBL3234071,0,CS(=O)(=O)c1ccc(-c2cnc3ccc(-c4cccc(S(C)(=O)=O)c4)nn23)cc1,6.05,0.0,Inhibition of human ERG potassium channel by ionworks patch-clamp electrophysiology assay,SINGLE PROTEIN,'=',900.0,nM,0.9
8623,CHEMBL258177,0,CC(C)N1CCN(Cc2cnc(-c3ccc(C(=O)Nc4ccccc4N)cc3)c(C#N)c2)CC1,4.72,0.0,Inhibition of human ERG channel,SINGLE PROTEIN,'=',19054.61,nM,-4.72
8624,CHEMBL402208,0,Cc1cc(CN2CCC2)cnc1-c1ccc(C(=O)Nc2ccccc2N)cc1,,0.0,Inhibition of human ERG channel,SINGLE PROTEIN,'<',25118.86,nM,-4.6
8625,CHEMBL3622958,0,Cc1nn(-c2ccnc(Nc3ccc4c(c3)c(C)c(C)n4C)n2)cc1CN1CC(O)C1,4.9,0.0,Inhibition of human ERG by manual patch clamp assay,SINGLE PROTEIN,'=',12500.0,nM,12.5
8626,CHEMBL535,4,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(F)cc32)c1C,5.0,0.0,Inhibition of rapid delayed inward rectifying potassium current (IKr) in Chinese hamster ovary (CHO) K1 cells stably expressing hERG measured using IonWorks Quattro automated patch clamp platform,SINGLE PROTEIN,'=',10000.0,nM,5.0
8627,CHEMBL374731,4,Cc1cn([C@@H]2C[C@@H](O)[C@H](CO)O2)c(=O)[nH]c1=O,,0.0,Inhibition of rapid delayed inward rectifying potassium current (IKr) in Chinese hamster ovary (CHO) K1 cells stably expressing hERG measured using IonWorks Quattro automated patch clamp platform,SINGLE PROTEIN,'=',5011872.34,nM,2.3
8628,CHEMBL494504,0,CCCCN(CCc1ccc(Cl)c(Cl)c1)C[C@H](O)COc1ccc(NS(C)(=O)=O)cc1,7.16,0.0,Displacement of [3H]astemizole from human ERG expressed in HEK293 cells,SINGLE PROTEIN,'=',70.0,nM,0.07
8629,CHEMBL2426279,0,C=CC(=O)Nc1cc(Nc2nccc(-c3c[nH]c4ccccc34)n2)c(OC)cc1N1CCN(C)CC1,5.04,0.0,Inhibition of human ERG,SINGLE PROTEIN,'=',9100.0,nM,9.1
8630,CHEMBL2426277,0,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cnn4ccccc34)n2)c(OC)cc1N1CCN(C)CC1,5.15,0.0,Inhibition of human ERG,SINGLE PROTEIN,'=',7100.0,nM,7.1
8631,CHEMBL3353407,0,C=CC(=O)Nc1cc(Nc2ncc(Cl)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C,5.13,0.0,Inhibition of human ERG,SINGLE PROTEIN,'=',7400.0,nM,7.4
8632,CHEMBL72,4,CNCCCN1c2ccccc2CCc2ccccc21,5.86,1.0,Inhibition of human ERG channel,SINGLE PROTEIN,'=',1390.0,nM,5.856985
8633,CHEMBL17157,4,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,6.67,0.0,Inhibition of human ERG channel,SINGLE PROTEIN,'=',213.0,nM,6.67162
8634,CHEMBL1110,4,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,5.5,1.0,Inhibition of human ERG channel,SINGLE PROTEIN,'=',3200.0,nM,5.49485
8635,CHEMBL4870406,0,O=C(Nc1ccc(OCCCCc2ccccc2)cc1)N(Cc1ccccc1)S(=O)(=O)c1ccc(Cl)cc1,,0.0,Binding affinity to human ERG,SINGLE PROTEIN,'>',10000.0,nM,10.0
8636,CHEMBL4476848,0,C[C@@H]1OCC2(CCN(c3nc(N)c(Sc4cccnc4C(F)(F)F)c(=O)n3C)CC2)[C@@H]1N,,0.0,Inhibition of human ERG,SINGLE PROTEIN,'>',30000.0,nM,30.0
8637,CHEMBL12713,4,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1,7.83,1.0,Inhibition of human ERG channel,SINGLE PROTEIN,'=',14.7,nM,0.0147
8638,CHEMBL72,4,CNCCCN1c2ccccc2CCc2ccccc21,5.86,1.0,Inhibition of human ERG channel,SINGLE PROTEIN,'=',1390.0,nM,1.39
8639,CHEMBL157101,4,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,5.72,1.0,Inhibition of human ERG channel,SINGLE PROTEIN,'=',1900.0,nM,1.9
8640,CHEMBL17157,4,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,6.67,0.0,Inhibition of human ERG channel,SINGLE PROTEIN,'=',213.0,nM,0.213
8641,CHEMBL1729,4,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC,8.17,1.0,Inhibition of human ERG channel,SINGLE PROTEIN,'=',6.7,nM,0.0067
8642,CHEMBL2164045,0,O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2cccc(O)c2C(=O)N1CCc1ncc(F)cn1,,0.0,Binding affinity to human ERG expressed in CHOK1 cells by IonWorks HT assay,SINGLE PROTEIN,,,,
8643,CHEMBL2164374,0,CC(C)(C)OC(=O)N1CCC(N2C(=O)c3ccccc3C2C(=O)NCc2ccc(OC(F)(F)F)cc2)CC1,4.85,0.0,Binding affinity to human ERG expressed in CHOK1 cells by IonWorks HT assay,SINGLE PROTEIN,'=',14000.0,nM,14.0
8644,CHEMBL2163357,0,N#C[C@H]1CC[C@H](N2C(=O)c3ccccc3C2C(=O)NCc2ccc(OC(F)(F)F)cc2)CC1,,0.0,Binding affinity to human ERG expressed in CHOK1 cells by IonWorks HT assay,SINGLE PROTEIN,'>',33000.0,nM,33.0
8645,CHEMBL4520823,0,COc1cccc(C(c2cc3cc(Br)ccc3nc2OC)C(O)(CCN(C)C)c2cnc(C)cc2C)c1OC,5.41,0.0,Inhibition of human ERG by manual patch clamp electrophysiology assay,SINGLE PROTEIN,'=',3900.0,nM,3.9
8646,CHEMBL4535649,0,COc1nc2ccc(Br)cc2cc1C(c1cccc(C)c1)C(O)(CCN(C)C)c1cccnc1OC,6.35,0.0,Inhibition of human ERG by manual patch clamp electrophysiology assay,SINGLE PROTEIN,'=',450.0,nM,0.45
8647,CHEMBL4534128,0,CCOc1cc(C(O)(CCN(C)C)C(c2cc3cc(Br)ccc3nc2OC)c2ccnc(OC)c2OC)cc(OC(C)C)n1,5.11,0.0,Inhibition of human ERG by manual patch clamp electrophysiology assay,SINGLE PROTEIN,'=',7800.0,nM,7.8
8648,CHEMBL5428752,0,COc1ccc2nccc(C(O)C[C@H]3CC[C@H](NCc4cc(F)c(Br)c(F)c4)CC3)c2n1,5.7,0.0,Inhibition of hERG fluorescence polarization assay,SINGLE PROTEIN,'=',2020.0,nM,2.02
8649,CHEMBL3127694,0,O=C(N1CCN(C2CCC2)CC1)N1CCC2(CCN(S(=O)(=O)c3ccccc3)CC2)C1,,0.0,Inhibition of human ERG expressed in CHOK1 cells by electrophysiological analysis,SINGLE PROTEIN,,,,
8650,CHEMBL1083999,0,CN(C)CCCCc1ccc(C(C)(C)C)cc1,5.12,0.0,Inhibition of human ERG,SINGLE PROTEIN,'=',7500.0,nM,7.5
8651,CHEMBL4248282,0,Cc1ccc([C@H](CCN2[C@@H]3CC[C@H]2C[C@H](n2c(C)nnc2C(C)C)C3)NC(=O)C2CCC(F)(F)CC2)s1,5.47,0.0,Inhibition of human ERG expressed in CHO cells at holding potential of -80 mV after 60 secs by patch clamp assay,SINGLE PROTEIN,'=',3380.0,nM,3.38
8652,CHEMBL4224881,0,COc1ccc2nccc(CC[C@H]3OC[C@H](NCc4ccc5c(n4)NC(=O)CO5)CO3)c2c1,5.6,0.0,Inhibition of human ERG expressed in CHOK1 cells by patch clamp assay,SINGLE PROTEIN,'=',2500.0,nM,2.5
8653,CHEMBL4868951,0,CCn1nc(C)cc1C(=O)/N=c1\[nH]c2cc(-c3ncn[nH]3)cc(OC)c2n1C/C=C/Cn1/c(=N/C(=O)c2cc(C)nn2CC)[nH]c2cc(C(N)=O)cc(OCCCN3CCOCC3)c21.Cl.Cl.Cl,,0.0,Inhibition of human ERG,SINGLE PROTEIN,'>',40000.0,nM,40.0
8654,CHEMBL4292990,0,CN(c1ccc(-c2cc3ccccc3cc2O)nn1)C1CC(C)(C)NC(C)(C)C1,7.1,0.0,Displacement of [3H]-dofetilide from human ERG expressed in CHO cell membranes after 90 mins by micro-beta counting,SINGLE PROTEIN,'=',80.0,nM,0.08
8655,CHEMBL4283397,0,CN(c1ccc(-c2ccc(C#N)cc2O)nn1)C1CC(C)(C)NC(C)(C)C1,6.52,0.0,Displacement of [3H]-dofetilide from human ERG expressed in CHO cell membranes after 90 mins by micro-beta counting,SINGLE PROTEIN,'=',300.0,nM,0.3
8656,CHEMBL4279463,0,CC1(C)CC(Cc2ccc(-c3ccc(-c4cn[nH]c4)cc3O)nn2)CC(C)(C)N1,4.77,0.0,Displacement of [3H]-dofetilide from human ERG expressed in CHO cell membranes after 90 mins by micro-beta counting,SINGLE PROTEIN,'=',17000.0,nM,17.0
8657,CHEMBL4468395,0,CN1CCC(Nc2cccc3ccc(-c4nnc5c6c(cnn45)N(C)CCO6)nc23)CC1,,0.0,Inhibition of human ERG incubated for 1 hr by Fluorescence polarization binding assay,SINGLE PROTEIN,'>',20000.0,nM,20.0
8658,CHEMBL4556293,0,COCCN1CCOc2c1cnn1c(-c3ccc4cccc(NCC5CCNCC5)c4n3)nnc21,,0.0,Inhibition of human ERG incubated for 1 hr by Fluorescence polarization binding assay,SINGLE PROTEIN,'>',20000.0,nM,20.0
8659,CHEMBL4449598,0,CN1CCOc2c1cnn1c(-c3ccc4cccc(NC5CCCCC5)c4c3)nnc21,5.22,0.0,Inhibition of human ERG incubated for 1 hr by Fluorescence polarization binding assay,SINGLE PROTEIN,'=',6060.0,nM,6.06
8660,CHEMBL833,4,Clc1ccccc1CN1CCc2sccc2C1,,0.0,DRUGMATRIX: Potassium Channel HERG radioligand binding (ligand: [3H] Astemizole),SINGLE PROTEIN,,,,
8661,CHEMBL2097844,0,COc1ccc(CCNC(=O)c2nc(-c3ccc(OC)c(OC)c3)no2)cc1OC,,0.0,Inhibition of human ERG by Q-patch analysis,SINGLE PROTEIN,'>',20000.0,nM,20.0
8662,CHEMBL5406862,0,COC(=O)C1=C(CN2CCN3C(=O)N([C@H]4CC[C@H](C(=O)O)CC4)C[C@@H]3C2)NC(c2nccs2)=N[C@H]1c1ccc(F)cc1Cl,,0.0,Inhibition of hERG stably expressed in CHO cells by whole-cell voltage-clamp assay,SINGLE PROTEIN,,,,
8663,CHEMBL4875851,0,Cc1cc(C(=O)O)ccc1-c1ccc(Cl)c(-c2ccc(C(F)(F)F)cc2CN2C(=O)O[C@H](c3cc(C(F)(F)F)cc(C(F)(F)F)c3)[C@@H]2C)c1,5.3,0.0,Inhibition of human ERG,SINGLE PROTEIN,'=',5000.0,nM,5.0
8664,CHEMBL4846106,0,COc1ccc(-c2ccc(C(=O)O)cc2C)cc1-c1cnc(N2CCC2)nc1CN1C(=O)O[C@H](c2cc(C(F)(F)F)cc(C(F)(F)F)c2)[C@@H]1C,,0.0,Inhibition of [S35]-MK-0499 binding to human ERG expressed in HEK293 cells,SINGLE PROTEIN,,,,
8665,CHEMBL4550410,0,COc1cc([C@](O)(CCN(C)C)[C@H](c2cc(OC)nc(OC(C)C)c2)c2cc3cc(C#N)ccc3nc2OC)cc(OC)n1,4.97,0.0,Inhibition of human ERG,SINGLE PROTEIN,'=',10600.0,nM,10.6
8666,CHEMBL5207654,0,C[C@H](F)Cn1ccc2nc(Nc3cnn(C4CC5(C4)CN(C)C5)c3)nc(NC3(C)CC3)c2c1=O,5.38,0.0,Inhibition of human ERG channel,SINGLE PROTEIN,'=',4200.0,nM,4.2
8667,CHEMBL4060768,0,O=C(c1cc([C@H]2CCCN2c2cc(F)cc(F)c2)c2oc(N3CCOCC3)cc(=O)c2c1)N1CCOCC1,4.35,0.0,Inhibition of human ERG,SINGLE PROTEIN,'=',45000.0,nM,45.0
8668,CHEMBL4072535,0,CN(C/C=C/c1ccc(C(F)F)cc1)Cc1ccc2c(c1)OCCC2.Cl,5.72,0.0,Inhibition of human ERG expressed in CHO cells after 3 mins at -80 mV holding potential by automated patch clamp method,SINGLE PROTEIN,'=',1900.0,nM,1.9
8669,CHEMBL4064940,0,CN(C/C=C/c1ccc(-c2ccccc2)cc1)Cc1ccc2c(c1)OCCC2.Cl,4.49,0.0,Inhibition of human ERG expressed in CHO cells after 3 mins at -80 mV holding potential by automated patch clamp method,SINGLE PROTEIN,'=',32100.0,nM,32.1
8670,CHEMBL4077944,0,CN(C/C=C/C=C/c1ccc(-c2ccccc2)cc1)Cc1ccc2c(c1)OCCC2.Cl,,0.0,Inhibition of human ERG expressed in CHO cells after 3 mins at -80 mV holding potential by automated patch clamp method,SINGLE PROTEIN,'>',40000.0,nM,40.0
8671,CHEMBL5174433,0,Cc1ccc(F)c2[nH]c(-c3cncc(-c4cc(F)cc(C#N)c4)c3N3CC[C@H](N)C3)nc12,6.55,0.0,Inhibition of hERG by patch clamp assay,SINGLE PROTEIN,'=',280.0,nM,0.28
8672,CHEMBL5206853,0,N[C@@H]1C[C@@H]1c1ccc(Br)c(F)c1F,4.46,0.0,Inhibition of human ERG by fluorescence polarization assay,SINGLE PROTEIN,'=',35000.0,nM,35.0
8673,CHEMBL4067350,0,O=C(NCC(F)(F)F)c1ccc(-c2cccc3nc(-c4cncnc4)nc(NCc4ccccn4)c23)cc1,5.31,0.0,Inhibition of human ERG expressed in HEK293 cells by patch clamp method,SINGLE PROTEIN,'=',4900.0,nM,4.9
8674,CHEMBL4094440,2,NS(=O)(=O)c1cncc(-c2nc(NCc3ccccn3)c3c(-c4ccccc4)cccc3n2)c1,5.72,0.0,Inhibition of human ERG expressed in HEK293 cells by patch clamp method,SINGLE PROTEIN,'=',1900.0,nM,1.9
8675,CHEMBL1809069,0,COc1cc(N2CCN(C(=O)CO)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,4.85,0.0,Inhibition of human ERG by electrophysiology assay,SINGLE PROTEIN,'=',14000.0,nM,14.0
8676,CHEMBL1809070,0,COc1cc(N2CCN(C(=O)[C@H](C)O)CC2)ccc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,5.09,0.0,Inhibition of human ERG by electrophysiology assay,SINGLE PROTEIN,'=',8100.0,nM,8.1
8677,CHEMBL4869586,0,NCCCn1nnc(-c2ccc(Oc3ccc(Cl)cc3)cc2)n1,5.32,0.0,Displacement of [3H]dofetilide from recombinant human ERG stably expressed in HEK293 cell membranes measured after 90 mins by microbeta liquid scintillation counting method,SINGLE PROTEIN,'=',4800.0,nM,4.8
8678,CHEMBL1834637,0,CC(C)[C@H]1CC[C@@H](N2CC(NC(=O)CNc3n[nH]c4ccc(C(F)(F)F)cc34)C2)CC1,5.21,0.0,Displacement of [3H]-astemizole from human ERG in HEK293 cells after 1 hrs by scintillation counting,SINGLE PROTEIN,'=',6200.0,nM,6.2
8679,CHEMBL1835149,0,NC(=O)c1cnc(N[C@H](C2CC2)C(F)(F)F)c2c1[nH]c1cc(-c3cn[nH]c3)ccc12,5.52,0.0,Inhibition of human hERG,SINGLE PROTEIN,'=',3000.0,nM,3000.0
8680,CHEMBL4445679,0,CCOc1ccc2cc(-c3nn(CC4CCN(C(C)C)CC4)c4ncnc(N)c34)ccc2c1,6.52,0.0,Inhibition of human ERG,SINGLE PROTEIN,'=',300.0,nM,0.3
8681,CHEMBL5076377,0,CCOP(=O)(Cn1ccc(NC(=O)c2cc(Oc3ccc(C(=O)N4CCC4)nc3)cc(OC(C)C)c2)n1)OCC,,0.0,Inhibition of hERG by patch clamp method,SINGLE PROTEIN,'>',80000.0,nM,80.0
8682,CHEMBL4856853,0,CCNC(=O)c1cc(Cc2cccc3[nH]ccc23)nc(-c2cn(C)nn2)c1,4.5,0.0,Inhibition of human ERG,SINGLE PROTEIN,'=',31622.78,nM,4.5
8683,CHEMBL3775387,0,COc1cccc(-c2c[nH]c([C@H]3Cc4c([nH]c5ccccc45)[C@@H](C4CCOCC4)N3)n2)n1,5.99,0.0,Binding affinity to human ERG,SINGLE PROTEIN,'=',1025.0,nM,1025.0
8684,CHEMBL3775050,0,Fc1ccc(-c2c[nH]c([C@H]3Cc4c([nH]c5ccccc45)[C@@H](C4CCOCC4)N3)n2)c(F)c1,6.2,0.0,Binding affinity to human ERG,SINGLE PROTEIN,'=',634.0,nM,634.0
8685,CHEMBL1082723,2,C[C@H]1Cc2c([nH]c3cc(Cl)c(F)cc23)[C@@]2(N1)C(=O)Nc1ccc(Cl)cc12,,0.0,Inhibition of human ERG by binding assay,SINGLE PROTEIN,'>=',30000.0,nM,30.0
8686,CHEMBL3786542,0,CC(C)(C)NC(=O)C1c2ccccc2C(=O)N1Cc1ccccc1-c1ccccc1,4.21,0.0,Inhibition of human ERG,SINGLE PROTEIN,'=',62000.0,nM,62.0
8687,CHEMBL3787069,0,CC(C)(C)NC(=O)C1c2ccc(O)cc2C(=O)N1Cc1ccccc1-c1ccccc1,4.35,0.0,Inhibition of human ERG,SINGLE PROTEIN,'=',45000.0,nM,45.0
8688,CHEMBL3805844,0,CC1CCN(CCCOc2ccc(=O)n(-c3ccc(F)c(Cl)c3)n2)CC1,5.67,0.0,Inhibition of human ERG expressed in HEK293 cells assessed as tail current at -50 mV holding potential by whole-cell patch clamp method,SINGLE PROTEIN,'=',2160.0,nM,2.16
8689,CHEMBL3786182,1,O=C(O)c1ccc(CN2CCC(CN[C@@H]3C[C@H]3c3ccccc3)CC2)cc1,,0.0,Inhibition of hERG (unknown origin),SINGLE PROTEIN,'>',25000.0,nM,25.0
8690,CHEMBL2409402,0,COc1cc2nnc(C(N)=O)c(Nc3ccc(C)cc3F)c2cc1N1CCCN(CCO)CC1,4.85,0.0,Inhibition of human ERG,SINGLE PROTEIN,'=',14000.0,nM,14.0
8691,CHEMBL2380456,0,COc1cccc(-c2cccc(C3(c4ccncc4)N=C(N)CS3)c2)c1,4.92,0.0,Inhibition of human ERG expressed in CHO cells,SINGLE PROTEIN,'=',12000.0,nM,12.0
8692,CHEMBL2380447,0,COc1cccc(-c2cccc(C3(C)COCC(N)=N3)c2)c1,5.1,0.0,Inhibition of human ERG expressed in CHO cells,SINGLE PROTEIN,'=',8000.0,nM,8.0
8693,CHEMBL2380459,0,COc1ccc(C2(c3cccc(-c4cccnc4)c3)CC(OC)C(N)=N2)cc1,5.5,0.0,Inhibition of human ERG expressed in CHO cells,SINGLE PROTEIN,'=',3200.0,nM,3.2
8694,CHEMBL2380439,0,CCC1(c2cccc(-c3cncnc3)c2)N=C(N)c2ccccc2O1,5.8,0.0,Inhibition of human ERG expressed in CHO cells,SINGLE PROTEIN,'=',1600.0,nM,1.6
8695,CHEMBL5573173,0,FC[C@@H]1Cc2cc(Cl)ccc2-n2c(nnc2[C@H]2CC[C@H](Oc3ccccn3)CC2)C1,4.92,0.0,Inhibition of hERG expressed in CHO cells at -80 mV holding potential incubated for 7 to 10 mins by automated patch clamp method,SINGLE PROTEIN,'=',12000.0,nM,12.0
